query_id,perturbation_type,perturbation_level,ground_truth,llm_guess,llm_latency,prompt_tokens,completion_tokens,cost_usd
2869,none,0,C,C,2689.5530839974526,979,2,0.00014875
2870,none,0,D,D,2691.2776659883093,893,2,0.00013585
2871,none,0,A,A,2773.400959005812,1005,2,0.00015265
2872,none,0,B,B,2697.687499981839,907,2,0.00013795
2873,none,0,C,C,2699.558334017638,966,2,0.00014680000000000002
2874,none,0,D,D,2697.015875019133,805,2,0.00012265
2875,none,0,A,A,2698.3362910104915,859,2,0.00013075
2876,none,0,B,B,2696.2699170107953,612,2,9.37e-05
2877,none,0,C,C,2774.819624988595,1004,2,0.0001525
2878,none,0,D,D,2770.998415973736,716,2,0.0001093
4698,none,0,A,A,2767.9501669772435,700,2,0.00010690000000000001
4734,none,0,B,B,2758.632500015665,740,2,0.0001129
4735,none,0,C,D,2762.221707991557,1054,2,0.00016
4736,none,0,D,C,2768.8245410099626,608,2,9.310000000000001e-05
6675,none,0,A,A,2674.6524999907706,480,2,7.390000000000001e-05
6677,none,0,B,B,2667.4190839985386,827,2,0.00012595
6678,none,0,C,C,2669.0154999960214,707,2,0.00010795000000000001
6679,none,0,D,D,2666.8355840083677,482,2,7.42e-05
6689,none,0,A,D,2663.520708010765,743,2,0.00011335
6700,none,0,B,B,2666.0824170103297,973,2,0.00014785
6712,none,0,C,A,2658.416041987948,738,2,0.00011260000000000001
6748,none,0,D,B,2660.1354999875184,674,2,0.000103
6749,none,0,A,D,2728.1077499792445,1124,2,0.0001705
6769,none,0,B,A,2965.032499982044,823,2,0.00012534999999999998
6778,none,0,C,C,2955.0090830016416,581,2,8.905e-05
6797,none,0,D,D,2957.384084002115,956,2,0.0001453
6815,none,0,A,A,2959.222542005591,971,2,0.00014755
6828,none,0,B,B,2962.3386249877512,957,2,0.00014544999999999998
6834,none,0,C,C,2906.891999999061,967,2,0.00014695
6839,none,0,D,B,2907.4095000105444,970,2,0.0001474
6841,none,0,A,C,2908.9646250067744,658,2,0.0001006
6848,none,0,B,D,2900.239500013413,1060,2,0.0001609
6849,none,0,C,C,2905.0120419997256,696,2,0.0001063
6850,none,0,D,D,2902.418540994404,671,2,0.00010255
6851,none,0,A,A,3060.995209001703,891,2,0.00013555000000000002
6852,none,0,B,B,3073.796625016257,952,2,0.0001447
6853,none,0,C,C,3064.0030830109026,825,2,0.00012565000000000002
6854,none,0,D,D,3067.2373749839608,834,2,0.000127
6855,none,0,A,A,3064.5907080033794,866,2,0.0001318
6857,none,0,B,B,3066.9692500086967,643,2,9.835e-05
6858,none,0,C,C,3067.9265839862637,924,2,0.0001405
6862,none,0,D,B,3070.075124996947,910,2,0.0001384
6863,none,0,A,A,3133.3907499792986,881,2,0.00013405
6864,none,0,B,B,3100.151332997484,923,2,0.00014035
6867,none,0,C,C,3096.0193329956383,1008,2,0.00015309999999999998
6871,none,0,D,D,3090.0282920047175,1091,2,0.00016555
6872,none,0,A,A,3089.873541990528,1086,2,0.00016480000000000002
8533,none,0,B,B,3082.2017500177026,925,2,0.00014065
8534,none,0,C,C,3100.285583990626,775,2,0.00011815000000000001
8535,none,0,D,D,3106.4480409841053,817,2,0.00012445000000000002
8537,none,0,A,A,3105.625208991114,952,2,0.0001447
8538,none,0,B,B,3098.0755419877823,855,2,0.00013015
8539,none,0,C,C,3103.035958018154,657,2,0.00010045
8540,none,0,D,D,3097.219874995062,739,2,0.00011275
8541,none,0,A,A,3067.7026670018677,792,2,0.0001207
8542,none,0,B,B,3051.140415976988,1007,2,0.00015294999999999998
8835,none,0,C,C,3056.603625009302,882,2,0.00013419999999999998
8880,none,0,D,D,3043.2465829944704,868,2,0.00013209999999999999
8881,none,0,A,A,3050.072417012416,798,2,0.00012159999999999999
9701,none,0,B,A,3049.995083012618,1034,2,0.000157
9704,none,0,C,C,3051.3708750077058,595,2,9.115e-05
9705,none,0,D,D,3043.429040990304,1021,2,0.00015505
11108,none,0,A,A,2855.9783329837956,735,2,0.00011215
11790,none,0,B,B,2703.814875014359,610,2,9.340000000000001e-05
11863,none,0,C,B,2702.197790989885,676,2,0.0001033
11902,none,0,D,D,2704.553959018085,940,2,0.0001429
11908,none,0,A,A,2700.9122500021476,615,2,9.415000000000001e-05
11911,none,0,B,C,2692.289583006641,786,2,0.0001198
11922,none,0,C,C,2751.0245419980492,646,2,9.88e-05
11928,none,0,D,D,2747.2647500107996,612,2,9.37e-05
11965,none,0,A,A,2747.7607500040904,927,2,0.00014094999999999998
11970,none,0,B,B,2738.2392919971608,720,2,0.0001099
11998,none,0,C,A,2743.6509580002166,631,2,9.655e-05
12003,none,0,D,C,2738.138958986383,641,2,9.805e-05
12012,none,0,A,B,2587.907125009224,835,2,0.00012715
12020,none,0,B,B,2585.2793339872733,658,2,0.0001006
12023,none,0,C,C,2567.4777920066845,972,2,0.00014769999999999999
12024,none,0,D,D,2577.600332995644,524,2,8.05e-05
12025,none,0,A,A,2581.224833003944,734,2,0.000112
12026,none,0,B,B,2566.6622089920565,1116,2,0.00016930000000000002
12028,none,0,C,C,2569.7039589867927,555,2,8.515000000000001e-05
12029,none,0,D,D,2566.5110419795383,768,2,0.0001171
12030,none,0,A,A,2702.2498750011437,677,2,0.00010345000000000001
12031,none,0,B,B,2799.5942090055905,713,2,0.00010885
12033,none,0,C,C,2793.6627920134924,519,2,7.975e-05
12035,none,0,D,D,2790.2524590026587,589,2,9.025e-05
12036,none,0,A,A,2790.486125013558,755,2,0.00011515000000000001
12038,none,0,B,C,2784.100374992704,751,2,0.00011454999999999999
12039,none,0,C,C,3064.9486659967806,694,2,0.000106
12040,none,0,D,D,3068.259666993981,637,2,9.745e-05
12041,none,0,A,B,3068.3117500157095,1034,2,0.000157
12042,none,0,B,Z,3063.250415987568,647,2,9.895e-05
12045,none,0,C,C,3060.114292020444,824,2,0.0001255
12046,none,0,D,D,3053.2030829926953,621,2,9.504999999999999e-05
12355,none,0,A,B,3506.1323340050876,1209,2,0.00018325
12416,none,0,B,B,3494.591125025181,1122,2,0.0001702
12535,none,0,C,C,3494.328750006389,1249,2,0.00018925
12542,none,0,D,A,3484.4296669762116,1255,2,0.00019015000000000001
12607,none,0,A,A,3492.76370901498,1186,2,0.0001798
12661,none,0,B,A,3489.767708000727,608,2,9.310000000000001e-05
12686,none,0,C,C,3487.2349580109585,1164,2,0.0001765
12714,none,0,D,C,4591.972041991539,1230,2,0.0001864
12910,none,0,A,A,3808.5646249819547,1450,2,0.0002194
12912,none,0,B,B,3897.0126249769237,1279,2,0.00019375
12914,none,0,C,C,3893.115459010005,1048,2,0.0001591
12920,none,0,D,D,3895.6557500059716,1328,2,0.00020109999999999998
12926,none,0,A,A,3895.6546669942327,1130,2,0.00017140000000000002
12929,none,0,B,B,3883.5375829949044,1079,2,0.00016375
12931,none,0,C,C,3849.286499986192,1544,2,0.0002335
12933,none,0,D,D,3850.4911249910947,1418,2,0.00021459999999999998
15245,none,0,A,B,3846.297332987888,963,2,0.00014635
15258,none,0,B,C,3837.0032079983503,535,2,8.215e-05
15263,none,0,C,C,3846.5970419929363,750,2,0.0001144
15425,none,0,D,A,3846.2671249872074,926,2,0.0001408
15435,none,0,A,A,3634.975332999602,825,2,0.00012565000000000002
15454,none,0,B,D,3624.9492909992114,1006,2,0.0001528
15466,none,0,C,C,3628.547125001205,972,2,0.00014769999999999999
15592,none,0,D,D,3629.4362919870764,799,2,0.00012175
15607,none,0,A,A,3626.927708974108,1047,2,0.00015895
15609,none,0,B,B,3621.115332993213,1053,2,0.00015984999999999998
15610,none,0,C,C,3613.471541990293,789,2,0.00012025
15612,none,0,D,D,3312.4792909948155,1073,2,0.00016285
15613,none,0,A,A,3312.6568750012666,1062,2,0.0001612
15615,none,0,B,B,3255.0232499779668,759,2,0.00011575
15620,none,0,C,C,3244.5370000205003,1035,2,0.00015715
15621,none,0,D,D,3244.313917006366,810,2,0.00012340000000000002
15622,none,0,A,A,3245.08770898683,549,2,8.425e-05
15623,none,0,B,B,3245.795792026911,1162,2,0.0001762
15624,none,0,C,C,3132.6170419924892,798,2,0.00012159999999999999
15625,none,0,D,B,3135.9150419884827,772,2,0.0001177
15627,none,0,A,A,3130.03966701217,801,2,0.00012205
15628,none,0,B,B,3135.993542004144,1042,2,0.0001582
16094,none,0,C,C,3127.6900410011876,726,2,0.0001108
16099,none,0,D,D,3130.4562499863096,670,2,0.00010240000000000001
16532,none,0,A,D,3321.649666002486,798,2,0.00012159999999999999
16536,none,0,B,B,3315.2088329952676,870,2,0.0001324
16552,none,0,C,C,3310.141957976157,1028,2,0.0001561
16562,none,0,D,B,3316.2177079939283,1319,2,0.00019975
16563,none,0,A,C,3310.81795800128,825,2,0.00012565000000000002
16606,none,0,B,B,3312.5169170089066,914,2,0.000139
16638,none,0,C,C,3310.440874978667,986,2,0.0001498
16650,none,0,D,D,3337.443708005594,1216,2,0.0001843
16663,none,0,A,B,3331.7911670019384,875,2,0.00013315
16670,none,0,B,B,3287.1194170147646,1021,2,0.00015505
16676,none,0,C,B,3287.3397920047864,648,2,9.910000000000001e-05
16683,none,0,D,B,3284.6821249986533,1525,2,0.00023065
16689,none,0,A,A,3282.727917016018,767,2,0.00011695
16691,none,0,B,C,3279.3904170102905,833,2,0.00012685
16695,none,0,C,C,3293.3726670162287,744,2,0.0001135
16697,none,0,D,D,3286.113582988037,645,2,9.865e-05
16698,none,0,A,A,3289.6473750006407,575,2,8.815e-05
16699,none,0,B,B,3273.125750012696,1141,2,0.00017305
16700,none,0,C,C,3283.2114589982666,896,2,0.0001363
16701,none,0,D,D,3275.6327920069452,729,2,0.00011125
16702,none,0,A,A,3325.7566669781227,680,2,0.0001039
16703,none,0,B,B,3314.9609170213807,825,2,0.00012565000000000002
16704,none,0,C,C,3323.2496670098044,1062,2,0.0001612
16705,none,0,D,D,3315.5843330023345,799,2,0.00012175
16706,none,0,A,A,3318.4539999929257,863,2,0.00013135
16707,none,0,B,B,3321.644582989393,1149,2,0.00017425
16708,none,0,C,C,3314.9482920125592,773,2,0.00011784999999999999
16709,none,0,D,D,3298.779625009047,1347,2,0.00020395
16710,none,0,A,A,3293.327916006092,1017,2,0.00015445
16711,none,0,B,B,3337.075499992352,1048,2,0.0001591
16712,none,0,C,C,3334.09020799445,775,2,0.00011815000000000001
16713,none,0,D,D,3329.0455829992425,750,2,0.0001144
16714,none,0,A,A,3323.597874987172,1141,2,0.00017305
16715,none,0,B,B,3329.4379170110915,629,2,9.625e-05
16716,none,0,C,C,3324.4481660076417,724,2,0.0001105
16717,none,0,D,D,3312.0572500047274,1224,2,0.0001855
16718,none,0,A,A,3305.6010830041487,796,2,0.0001213
16719,none,0,B,B,3309.058417013148,618,2,9.460000000000001e-05
16720,none,0,C,C,3291.4677090011537,975,2,0.00014815
16721,none,0,D,D,3310.6337079952937,1196,2,0.00018130000000000002
16722,none,0,A,B,3125.808084005257,850,2,0.0001294
17412,none,0,B,C,3119.8551660054363,744,2,0.0001135
17417,none,0,C,D,3119.2768330220133,940,2,0.0001429
17419,none,0,D,C,3120.356208004523,1068,2,0.00016209999999999998
17422,none,0,A,A,3120.3515420202166,1092,2,0.0001657
17423,none,0,B,B,3110.9531669935677,891,2,0.00013555000000000002
17425,none,0,C,D,3101.108833012404,898,2,0.00013659999999999999
17448,none,0,D,C,3185.2407499973197,601,2,9.205e-05
17452,none,0,A,D,3180.4063330055214,882,2,0.00013419999999999998
17478,none,0,B,B,3140.2664170018397,583,2,8.935e-05
17490,none,0,C,C,3137.846166995587,886,2,0.00013480000000000002
17492,none,0,D,B,3127.056500001345,936,2,0.00014230000000000002
17514,none,0,A,A,3129.2296659958083,808,2,0.00012309999999999998
17543,none,0,B,B,3133.6881250026636,830,2,0.0001264
17545,none,0,C,C,3050.6873339763843,783,2,0.00011935
17567,none,0,D,B,3042.3112499993294,985,2,0.00014965
17598,none,0,A,C,3036.155875015538,696,2,0.0001063
17601,none,0,B,B,3030.6016659887973,1125,2,0.00017065
17626,none,0,C,C,3032.1790000016335,1119,2,0.00016975
17633,none,0,D,C,3028.6965839914046,759,2,0.00011575
17637,none,0,A,B,3026.0509159998037,733,2,0.00011185000000000001
17655,none,0,B,B,3014.3592090171296,870,2,0.0001324
17685,none,0,C,C,3010.0245840149,1193,2,0.00018085
17686,none,0,D,D,3003.1936670129653,772,2,0.0001177
17687,none,0,A,Z,3010.7180000049993,893,2,0.00013585
17688,none,0,B,B,3003.73754199245,529,2,8.125e-05
17689,none,0,C,C,3010.751624999102,934,2,0.000142
17690,none,0,D,C,3034.122249984648,1187,2,0.00017994999999999998
17692,none,0,A,A,3029.1030000080355,834,2,0.000127
17695,none,0,B,B,3028.635665978072,816,2,0.00012429999999999999
17696,none,0,C,C,3029.7254159813747,754,2,0.000115
17697,none,0,D,B,3019.0997909812722,489,2,7.525e-05
17698,none,0,A,B,3022.876291011926,620,2,9.49e-05
17699,none,0,B,B,3025.3592500230297,878,2,0.0001336
17701,none,0,C,C,3084.731374983676,799,2,0.00012175
17702,none,0,D,D,3081.1177089926787,959,2,0.00014575
17703,none,0,A,A,3078.656375000719,997,2,0.00015145
17704,none,0,B,B,3078.6167079932056,1095,2,0.00016615
17705,none,0,C,C,3072.0867500058375,924,2,0.0001405
17706,none,0,D,D,3075.4810420039576,733,2,0.00011185000000000001
17707,none,0,A,C,3036.8463750055525,1158,2,0.00017559999999999999
17709,none,0,B,B,3028.1872500199825,922,2,0.0001402
17711,none,0,C,C,3021.4296659978572,920,2,0.0001399
17712,none,0,D,B,3026.5097089868505,855,2,0.00013015
17713,none,0,A,A,3029.8601250106003,621,2,9.504999999999999e-05
18243,none,0,B,D,3029.6730829868466,991,2,0.00015055
18276,none,0,C,C,3023.719541990431,803,2,0.00012235
18277,none,0,D,D,3021.5588330174796,834,2,0.000127
18278,none,0,A,A,3021.8997499905527,686,2,0.0001048
18279,none,0,B,B,3035.6529590208083,901,2,0.00013705000000000002
18280,none,0,C,C,3026.428416982526,610,2,9.340000000000001e-05
19207,none,0,D,C,3020.550874993205,713,2,0.00010885
19247,none,0,A,A,3025.8252499916125,710,2,0.0001084
19248,none,0,B,B,3022.643916978268,585,2,8.965000000000001e-05
19249,none,0,C,B,2984.9353329918813,1014,2,0.000154
19250,none,0,D,D,2980.22458399646,968,2,0.0001471
19539,none,0,A,A,2974.5367919967975,1012,2,0.0001537
19552,none,0,B,B,2975.9782920009457,751,2,0.00011454999999999999
19553,none,0,C,C,2976.889540994307,990,2,0.0001504
19554,none,0,D,D,2970.2600840246305,625,2,9.565000000000001e-05
20584,none,0,A,D,2998.1011250056326,744,2,0.0001135
20590,none,0,B,B,2991.1396670213435,696,2,0.0001063
20591,none,0,C,C,2994.2555839952547,767,2,0.00011695
20592,none,0,D,D,2988.4763339941856,1138,2,0.0001726
20593,none,0,A,A,2988.9419579994865,1003,2,0.00015235
20612,none,0,B,B,2988.4049169777427,885,2,0.00013465
20613,none,0,C,C,2980.7654580217786,798,2,0.00012159999999999999
20873,none,0,D,D,2950.682249997044,582,2,8.92e-05
20899,none,0,A,A,2944.5442500000354,1071,2,0.00016255000000000002
20900,none,0,B,B,2926.7024580040015,723,2,0.00011035000000000001
20901,none,0,C,C,2924.303500010865,777,2,0.00011845
21581,none,0,D,D,2919.188875006512,756,2,0.0001153
21582,none,0,A,D,2918.336750008166,724,2,0.0001105
21583,none,0,B,B,2914.0232500212733,774,2,0.000118
21584,none,0,C,C,2894.01720801834,1027,2,0.00015595
21585,none,0,D,D,2889.494040980935,672,2,0.0001027
22600,none,0,A,B,2885.2370000095107,1120,2,0.0001699
22608,none,0,B,B,2886.9167499942705,859,2,0.00013075
22610,none,0,C,B,2886.7336670227814,723,2,0.00011035000000000001
22620,none,0,D,B,2887.2018329857383,1119,2,0.00016975
22628,none,0,A,A,2978.2233750156593,833,2,0.00012685
22629,none,0,B,B,2977.1143330144696,795,2,0.00012115
22630,none,0,C,C,2969.145666982513,708,2,0.00010810000000000001
22645,none,0,D,B,2964.461958006723,917,2,0.00013945
22657,none,0,A,B,2970.812375016976,580,2,8.89e-05
22661,none,0,B,C,2971.086333011044,775,2,0.00011815000000000001
22675,none,0,C,C,2965.83124998142,941,2,0.00014305
22676,none,0,D,B,2774.112957995385,570,2,8.740000000000001e-05
22678,none,0,A,B,2774.0230830095243,735,2,0.00011215
22704,none,0,B,B,2818.9816669910215,798,2,0.00012159999999999999
22705,none,0,C,C,2827.4713339924347,715,2,0.00010915000000000001
22706,none,0,D,D,2828.4732080064714,626,2,9.58e-05
22707,none,0,A,A,2826.8805840052664,924,2,0.0001405
22708,none,0,B,B,2827.5874580140226,689,2,0.00010525
22709,none,0,C,C,2989.1460409853607,930,2,0.0001414
22710,none,0,D,D,2993.175124982372,999,2,0.00015175
22711,none,0,A,A,2988.4363330202177,847,2,0.00012895
22712,none,0,B,B,2989.4641250139102,512,2,7.87e-05
22713,none,0,C,A,2989.7846249805298,818,2,0.0001246
22714,none,0,D,D,2980.6313749868423,852,2,0.00012969999999999998
22715,none,0,A,A,2823.896957997931,1146,2,0.00017380000000000002
22716,none,0,B,B,2813.28925001435,832,2,0.0001267
22717,none,0,C,C,2786.206500022672,789,2,0.00012025
22718,none,0,D,D,2814.6014579979237,898,2,0.00013659999999999999
22719,none,0,A,A,2813.986458000727,914,2,0.000139
22720,none,0,B,C,2790.501209005015,746,2,0.0001138
22721,none,0,C,C,2775.2501250070054,798,2,0.00012159999999999999
22722,none,0,D,D,2907.4564579932485,742,2,0.0001132
22723,none,0,A,A,2907.055165997008,996,2,0.00015130000000000002
22724,none,0,B,B,2955.568667006446,784,2,0.0001195
22725,none,0,C,C,2936.8755419855006,559,2,8.575e-05
22726,none,0,D,Z,2946.4513749990147,935,2,0.00014215
22727,none,0,A,A,2942.7667499985546,690,2,0.0001054
22729,none,0,B,B,2943.2818749919534,776,2,0.0001183
22768,none,0,C,C,2811.7881669895723,645,2,9.865e-05
23140,none,0,D,C,2806.7128749971744,827,2,0.00012595
23150,none,0,A,B,2799.6093750116415,925,2,0.00014065
23151,none,0,B,B,2800.2729170257226,683,2,0.00010435
23188,none,0,C,C,2793.9273749943823,1059,2,0.00016075
23189,none,0,D,D,2799.7899999900255,639,2,9.775e-05
23190,none,0,A,A,2948.133832978783,637,2,9.745e-05
23191,none,0,B,B,2945.722917007515,755,2,0.00011515000000000001
23192,none,0,C,C,2936.2037499959115,770,2,0.00011740000000000001
23299,none,0,D,Z,2904.8079579952173,957,2,0.00014544999999999998
23353,none,0,A,A,2909.8063749843277,797,2,0.00012145
23388,none,0,B,C,2917.3655420017894,958,2,0.0001456
23390,none,0,C,C,2911.1757909995504,834,2,0.000127
23391,none,0,D,Z,2899.146915995516,958,2,0.0001456
23392,none,0,A,A,2892.3934579943307,1022,2,0.00015519999999999998
23394,none,0,B,B,2910.7577090035193,973,2,0.00014785
23395,none,0,C,C,2908.918959001312,525,2,8.065000000000001e-05
23396,none,0,D,D,2904.3975419772323,417,2,6.445000000000001e-05
23509,none,0,A,C,2908.4063750051428,696,2,0.0001063
23518,none,0,B,B,2899.8400419950485,1245,2,0.00018865
23519,none,0,C,C,3178.9400830166414,759,2,0.00011575
23994,none,0,D,D,3181.0140000015963,1039,2,0.00015775
25225,none,0,A,A,3167.3450829985086,974,2,0.000148
25263,none,0,B,A,3178.9146670198534,959,2,0.00014575
25272,none,0,C,C,3168.6957920028362,703,2,0.00010735000000000001
25278,none,0,D,A,3172.521667002002,753,2,0.00011485000000000001
25280,none,0,A,A,3332.4651250150055,759,2,0.00011575
25282,none,0,B,B,3329.309207998449,676,2,0.0001033
25283,none,0,C,C,3316.048040986061,775,2,0.00011815000000000001
25284,none,0,D,D,3319.3342910089996,733,2,0.00011185000000000001
25728,none,0,A,A,3319.444790977286,1420,2,0.0002149
25868,none,0,B,B,3320.926208019955,1339,2,0.00020275
25924,none,0,C,C,3312.38374998793,1281,2,0.00019405
26016,none,0,D,D,3579.959291993873,1135,2,0.00017215
26018,none,0,A,A,3571.804165985668,1036,2,0.0001573
26021,none,0,B,B,3766.155916993739,787,2,0.00011995
26153,none,0,C,C,3761.4376669807825,1230,2,0.0001864
26156,none,0,D,D,3757.8294170089066,1367,2,0.00020695
26159,none,0,A,A,3759.277834004024,1167,2,0.00017695
26161,none,0,B,B,3752.678457996808,1390,2,0.00021040000000000002
26162,none,0,C,C,3652.1018749917857,1129,2,0.00017125
26163,none,0,D,D,3645.6864580104593,1256,2,0.00019030000000000002
26166,none,0,A,A,3647.0505840261467,1042,2,0.0001582
26167,none,0,B,B,3638.551708019804,1593,2,0.00024085
28960,none,0,C,C,3639.4297090009786,668,2,0.00010210000000000002
29582,none,0,D,C,3637.4623750161845,731,2,0.00011155
29590,none,0,A,A,3708.3559590100776,811,2,0.00012355
29591,none,0,B,B,3708.305374981137,708,2,0.00010810000000000001
31781,none,0,C,D,3705.404832988279,1234,2,0.000187
31796,none,0,D,C,3702.9998329817317,934,2,0.000142
31808,none,0,A,A,3699.544875009451,1246,2,0.0001888
31813,none,0,B,D,3701.9477499998175,949,2,0.00014425
31822,none,0,C,C,3693.4631250042003,1274,2,0.000193
31823,none,0,D,D,3700.9605419880245,959,2,0.00014575
31824,none,0,A,C,3694.1297090088483,1031,2,0.00015655
31826,none,0,B,B,3731.426915997872,1244,2,0.0001885
31855,none,0,C,D,3721.749999996973,1215,2,0.00018415
31857,none,0,D,D,3722.697999997763,1083,2,0.00016434999999999998
31864,none,0,A,A,3728.2755830092356,1262,2,0.00019119999999999999
31891,none,0,B,B,3724.3540000054054,689,2,0.00010525
31892,none,0,C,C,3894.282417022623,1174,2,0.000178
31928,none,0,D,D,3894.308709015604,1013,2,0.00015385
31949,none,0,A,A,3890.360709017841,1127,2,0.00017094999999999998
31977,none,0,B,C,3890.8234590198845,1094,2,0.000166
31981,none,0,C,C,3883.0465830105823,1127,2,0.00017094999999999998
31982,none,0,D,D,3885.9363330120686,1067,2,0.00016194999999999998
31983,none,0,A,A,4019.8952080099843,1020,2,0.0001549
31984,none,0,B,B,4928.154207998887,2059,2,0.00031074999999999994
31986,none,0,C,C,4002.7224170044065,1402,2,0.00021219999999999998
31991,none,0,D,D,4011.922499979846,761,2,0.00011605
31992,none,0,A,A,4016.0235409857705,1248,2,0.0001891
31993,none,0,B,B,4008.58970801346,1155,2,0.00017515
31994,none,0,C,C,4005.584957980318,1294,2,0.000196
31996,none,0,D,D,3963.161082996521,1110,2,0.0001684
31997,none,0,A,A,3967.878291994566,1213,2,0.00018385
31998,none,0,B,B,3705.548208003165,968,2,0.0001471
31999,none,0,C,C,3703.165542014176,1185,2,0.00017965
32000,none,0,D,D,3694.548583996948,1363,2,0.00020635
32001,none,0,A,A,3695.587082998827,865,2,0.00013165
32003,none,0,B,B,3698.634291999042,1057,2,0.00016045
32037,none,0,C,C,3592.887041013455,1029,2,0.00015625
32051,none,0,D,D,3587.694667017786,729,2,0.00011125
32052,none,0,A,A,3588.7139169790316,694,2,0.000106
32053,none,0,B,B,3583.7609579903074,661,2,0.00010105
32778,none,0,C,C,3575.5512909963727,1167,2,0.00017695
32783,none,0,D,C,3579.403791023651,1369,2,0.00020725
32807,none,0,A,A,3450.553792004939,1046,2,0.0001588
32809,none,0,B,B,3439.310542016756,1269,2,0.00019225
32810,none,0,C,C,3446.8220840208232,1653,2,0.00024985
32812,none,0,D,D,3446.5446250105742,1179,2,0.00017875
32813,none,0,A,A,3437.1019170212094,530,2,8.14e-05
38229,none,0,B,B,3441.646416002186,1212,2,0.0001837
38231,none,0,C,C,3240.976875007618,989,2,0.00015025
38233,none,0,D,D,3239.5502500003204,981,2,0.00014905000000000002
38234,none,0,A,A,3230.951917008497,1147,2,0.00017395
38237,none,0,B,B,3040.9832910227124,851,2,0.00012954999999999998
38580,none,0,C,C,3034.2013750050683,1088,2,0.0001651
38582,none,0,D,D,3029.922124987934,726,2,0.0001108
38583,none,0,A,A,3036.7815000063274,929,2,0.00014125
38584,none,0,B,B,3031.5411670017056,874,2,0.000133
39638,none,0,C,C,2813.9349999837577,684,2,0.0001045
39676,none,0,D,B,2807.7241249848157,763,2,0.00011635000000000001
